Loan_ID,LoanAmount,Loan_Amount_Term,Credit_History,Self_Employed,ApplicantIncome,CoapplicantIncome,Dependents,Married,Education,Last_name,Property_Area,Loan_Status
LPP003559,9.0,360.0,0,No,2378,0.0,0,No,Graduate,Peters,Urban,N
LPP003560,104.0,360.0,0,No,3166,2064.0,0,Yes,Graduate,Fernandez,Urban,N
LPP003561,186.0,360.0,0,No,3417,1750.0,1,Yes,Graduate,Pennington,Urban,Y
LPP003562,165.0,360.0,0,No,5116,1451.0,0,Yes,Graduate,Davis,Urban,N
LPP003563,275.0,360.0,0,No,16666,0.0,2,Yes,Graduate,Dean,Urban,Y
LPP003564,187.0,480.0,0,No,6125,1625.0,2,Yes,Not Graduate,David,Semiurban,N
LPP003565,150.0,360.0,0,No,6406,0.0,3+,Yes,Graduate,Phillips,Semiurban,N
LPP003566,108.0,84.0,0,No,3159,461.0,2,Yes,Graduate,Crawford,Urban,Y
LPP003567,136.0,360.0,0,No,3087,2210.0,0,Yes,Graduate,Walton,Semiurban,N
LPP003568,110.0,360.0,0,No,3229,2739.0,0,No,Graduate,Smith,Urban,Y
LPP003569,107.0,360.0,0,No,1782,2232.0,1,Yes,Graduate,Navarro,Rural,Y
LPP003570,161.0,360.0,0,No,3182,2917.0,0,No,Graduate,Dean,Urban,Y
LPP003571,205.0,360.0,0,No,6540,0.0,2,Yes,Graduate,Carey,Semiurban,Y
LPP003572,90.0,360.0,0,No,1836,33837.0,0,No,Graduate,Bennett,Urban,N
LPP003573,36.0,360.0,0,No,3166,0.0,0,Yes,Graduate,Butler,Semiurban,Y
LPP003574,61.0,360.0,0,No,1880,0.0,1,Yes,Graduate,Miranda,Rural,N
LPP003575,146.0,360.0,0,No,2787,1917.0,1,Yes,Graduate,James,Rural,N
LPP003576,172.0,84.0,0,No,4283,3000.0,1,Yes,Graduate,Bridges,Rural,N
LPP003577,104.0,360.0,0,No,2297,1522.0,0,Yes,Graduate,Sanchez,Urban,Y
LPP003578,70.0,360.0,0,No,2165,0.0,0,No,Not Graduate,Barker,Semiurban,Y
LPP003579,94.0,360.0,0,No,4750,0.0,0,No,Graduate,Patterson,Semiurban,Y
LPP003580,106.0,360.0,0,Yes,2726,0.0,2,Yes,Graduate,Marks,Semiurban,N
LPP003581,56.0,180.0,0,No,3000,3416.0,0,Yes,Graduate,Byrd,Semiurban,Y
LPP003582,205.0,240.0,0,Yes,6000,0.0,2,Yes,Graduate,Hernandez,Semiurban,N
LPP003583,292.0,360.0,0,Yes,9357,0.0,3+,No,Graduate,Mckenzie,Semiurban,Y
LPP003584,142.0,180.0,0,No,3859,3300.0,0,Yes,Graduate,Hayes,Rural,Y
LPP003585,260.0,360.0,0,Yes,16120,0.0,0,Yes,Graduate,Love,Urban,Y
LPP003586,110.0,360.0,0,No,3833,0.0,0,No,Not Graduate,Morgan,Rural,Y
LPP003587,187.0,360.0,0,Yes,6383,1000.0,2,Yes,Not Graduate,Jefferson,Rural,N
LPP003588,88.0,360.0,0,No,2987,0.0,0,No,Graduate,Garcia,Semiurban,N
LPP003589,180.0,360.0,0,Yes,9963,0.0,0,Yes,Graduate,Walton,Rural,Y
LPP003590,192.0,360.0,0,No,5780,0.0,2,Yes,Graduate,Vance,Urban,Y
LPP003591,350.0,180.0,0,No,416,41667.0,3+,No,Graduate,Holder,Urban,N
LPP003592,155.0,360.0,0,No,2894,2792.0,0,Yes,Not Graduate,Riley,Rural,Y
LPP003593,128.0,360.0,0,No,5703,0.0,3+,Yes,Graduate,Lewis,Urban,Y
LPP003594,172.0,360.0,0,No,3676,4301.0,0,No,Graduate,Faulkner,Rural,Y
LPP003595,496.0,360.0,0,No,12000,0.0,1,Yes,Graduate,Walker,Semiurban,Y
LPP003596,145.0,180.0,0,No,2400,3800.0,0,Yes,Not Graduate,Barnes,Urban,N
LPP003597,173.0,360.0,0,No,3400,2500.0,1,Yes,Graduate,Byrd,Semiurban,Y
LPP003598,157.0,360.0,0,No,3987,1411.0,2,Yes,Not Graduate,Mata,Rural,Y
LPP003599,108.0,360.0,0,No,3232,1950.0,0,Yes,Graduate,Walsh,Rural,Y
LPP003600,71.0,360.0,0,No,2900,0.0,0,No,Graduate,Moore,Rural,Y
LPP003601,40.0,180.0,0,No,4106,0.0,3+,Yes,Graduate,Hammond,Rural,Y
LPP003602,253.0,360.0,0,No,8072,240.0,1,Yes,Graduate,Cooper,Urban,Y
LPP003603,187.0,360.0,0,No,7583,0.0,2,Yes,Graduate,Malone,Urban,Y
LPP003604,133.0,360.0,0,Yes,4583,0.0,0,No,Graduate,Snyder,Semiurban,N
LPP003605,145.0,360.0,0,No,5849,0.0,0,No,Graduate,Smith,Urban,Y
LPP003606,128.0,360.0,0,No,4583,1508.0,1,Yes,Graduate,Ramirez,Rural,N
LPP003607,66.0,360.0,0,Yes,3000,0.0,0,Yes,Graduate,Flores,Urban,Y
LPP003608,120.0,360.0,0,No,2583,2358.0,0,Yes,Not Graduate,Pope,Urban,Y
LPP003609,141.0,360.0,0,No,6000,0.0,0,No,Graduate,White,Urban,Y
LPP003610,267.0,360.0,0,Yes,5417,4196.0,2,Yes,Graduate,Olson,Urban,Y
LPP003611,95.0,360.0,0,No,2333,1516.0,0,Yes,Not Graduate,Johnson,Urban,Y
LPP003612,158.0,360.0,0,No,3036,2504.0,3+,Yes,Graduate,Cardenas,Semiurban,N
LPP003613,168.0,360.0,0,No,4006,1526.0,2,Yes,Graduate,Jimenez,Urban,Y
LPP003614,349.0,360.0,0,No,12841,10968.0,1,Yes,Graduate,Obrien,Semiurban,N
LPP003615,70.0,360.0,0,No,3200,700.0,2,Yes,Graduate,Smith,Urban,Y
LPP003616,109.0,360.0,0,No,2500,1840.0,2,Yes,Graduate,Garrett,Urban,Y
LPP003617,200.0,360.0,0,No,3073,8106.0,2,Yes,Graduate,Nielsen,Urban,Y
LPP003618,114.0,360.0,0,No,1853,2840.0,0,No,Graduate,Thornton,Rural,N
LPP003619,17.0,120.0,0,No,1299,1086.0,2,Yes,Graduate,Clark,Urban,Y
LPP003620,125.0,360.0,0,No,4950,0.0,0,No,Graduate,Black,Urban,Y
LPP003621,100.0,240.0,0,No,3596,0.0,1,No,Not Graduate,Willis,Urban,Y
LPP003622,76.0,360.0,0,No,3510,0.0,0,No,Graduate,Malone,Urban,N
LPP003623,133.0,360.0,0,No,4887,0.0,0,Yes,Not Graduate,Pena,Rural,N
LPP003624,115.0,342.0,0,No,2600,3500.0,0,Yes,Graduate,Ramirez,Urban,Y
LPP003625,104.0,360.0,0,No,7660,0.0,0,Yes,Not Graduate,Gardner,Urban,N
LPP003626,315.0,360.0,0,No,5955,5625.0,1,Yes,Graduate,Mata,Urban,Y
LPP003627,116.0,360.0,0,No,2600,1911.0,0,Yes,Not Graduate,Soto,Semiurban,N
LPP003628,112.0,360.0,0,No,3365,1917.0,2,Yes,Not Graduate,Rowe,Rural,N
LPP003629,151.0,360.0,0,No,3717,2925.0,1,Yes,Graduate,Hernandez,Semiurban,N
LPP003630,191.0,360.0,0,Yes,9560,0.0,0,Yes,Graduate,Johnson,Semiurban,Y
LPP003631,122.0,360.0,0,No,2799,2253.0,0,Yes,Graduate,White,Semiurban,Y
LPP003632,110.0,360.0,0,No,4226,1040.0,2,Yes,Not Graduate,Howard,Urban,Y
LPP003633,35.0,360.0,0,No,1442,0.0,0,No,Not Graduate,Henderson,Urban,N
LPP003634,120.0,360.0,0,No,3750,2083.0,2,No,Graduate,Tate,Semiurban,Y
LPP003635,201.0,360.0,0,No,4166,3369.0,1,Yes,Graduate,Jenkins,Urban,N
LPP003636,74.0,360.0,0,No,3167,0.0,0,No,Graduate,Joseph,Urban,N
LPP003637,106.0,360.0,0,Yes,4692,0.0,1,No,Graduate,Ferguson,Rural,N
LPP003638,114.0,360.0,0,No,3500,1667.0,0,Yes,Graduate,Gonzales,Semiurban,Y
LPP003639,320.0,360.0,0,No,12500,3000.0,3+,No,Graduate,Shea,Rural,N
LPP003640,145.0,360.0,0,No,2275,2067.0,0,Yes,Graduate,Washington,Urban,Y
LPP003641,100.0,342.0,0,No,1828,1330.0,0,Yes,Graduate,Lopez,Urban,N
LPP003642,144.0,360.0,0,No,3667,1459.0,0,Yes,Graduate,Mathews,Semiurban,Y
LPP003643,184.0,360.0,0,No,4166,7210.0,0,No,Graduate,Chandler,Urban,Y
LPP003644,110.0,360.0,0,No,3748,1668.0,0,No,Not Graduate,Pope,Semiurban,Y
LPP003645,80.0,360.0,0,No,3600,0.0,0,No,Graduate,Massey,Urban,N
LPP003646,47.0,360.0,0,No,1800,1213.0,0,No,Graduate,Gordon,Urban,Y
LPP003647,75.0,360.0,0,No,2400,0.0,0,Yes,Graduate,Garza,Urban,Y
LPP003648,134.0,360.0,0,No,3941,2336.0,0,Yes,Graduate,Burgess,Semiurban,Y
LPP003649,96.0,342.0,0,Yes,4695,0.0,0,Yes,Not Graduate,Thomas,Urban,Y
LPP003650,88.0,342.0,0,No,3410,0.0,0,No,Graduate,Hale,Urban,Y
LPP003651,44.0,360.0,0,No,5649,0.0,1,Yes,Graduate,Lee,Urban,Y
LPP003652,144.0,360.0,0,No,5821,0.0,0,Yes,Graduate,Tran,Urban,Y
LPP003653,120.0,360.0,0,No,2645,3440.0,0,Yes,Graduate,Bradley,Urban,N
LPP003654,144.0,360.0,0,No,4000,2275.0,0,No,Graduate,Thomas,Semiurban,Y
LPP003655,100.0,360.0,0,No,1928,1644.0,0,Yes,Not Graduate,Walker,Semiurban,Y
LPP003656,120.0,360.0,0,No,3086,0.0,0,No,Graduate,Williams,Semiurban,Y
LPP003657,112.0,360.0,0,No,4230,0.0,0,No,Graduate,Austin,Semiurban,N
LPP003658,134.0,360.0,0,No,4616,0.0,2,Yes,Graduate,Clark,Urban,N
LPP003659,286.0,360.0,0,Yes,11500,0.0,1,Yes,Graduate,Murphy,Urban,N
LPP003660,97.0,360.0,0,No,2708,1167.0,2,Yes,Graduate,Hudson,Semiurban,Y
LPP003661,96.0,360.0,0,No,2132,1591.0,0,Yes,Graduate,Cardenas,Semiurban,Y
LPP003662,135.0,360.0,0,No,3366,2200.0,0,Yes,Graduate,Schwartz,Rural,N
LPP003663,180.0,360.0,0,No,8080,2250.0,1,Yes,Graduate,Buchanan,Urban,Y
LPP003664,144.0,360.0,0,No,3357,2859.0,2,Yes,Not Graduate,Martinez,Urban,Y
LPP003665,120.0,360.0,0,No,2500,3796.0,0,Yes,Graduate,Brennan,Urban,Y
LPP003666,99.0,360.0,0,No,3029,0.0,3+,Yes,Graduate,Ellis,Urban,Y
LPP003667,165.0,180.0,0,Yes,2609,3449.0,0,Yes,Not Graduate,Holland,Rural,N
LPP003668,145.0,360.0,0,No,4945,0.0,1,Yes,Graduate,Beard,Rural,N
LPP003669,116.0,360.0,0,No,4166,0.0,0,No,Graduate,Hughes,Semiurban,N
LPP003670,258.0,360.0,0,No,5726,4595.0,0,Yes,Graduate,Duffy,Semiurban,N
LPP003671,126.0,180.0,0,No,3200,2254.0,0,No,Not Graduate,Randall,Urban,N
